age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
26.0,Private,37072.0,1st-4th,9.0,Married-civ-spouse,Other-service,Husband,White,Male,401.0,0.0,18.0,Vietnam
26.0,Private,38795.0,1st-4th,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,401.0,0.0,19.0,Vietnam
29.0,Private,89419.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,2105.0,0.0,37.0,Vietnam
25.0,Self-emp-inc,179666.0,1st-4th,8.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,1831.0,0.0,41.0,Taiwan
33.0,Local-gov,59840.0,12th,13.0,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0.0,0.0,15.0,Yugoslavia
31.0,Private,109937.0,12th,7.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,2936.0,0.0,31.0,Vietnam
34.0,Private,70377.0,12th,12.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,114.0,0.0,17.0,Yugoslavia
27.0,Private,45093.0,1st-4th,9.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,594.0,0.0,24.0,Vietnam
28.0,Private,70021.0,1st-4th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2009.0,0.0,37.0,Vietnam
27.0,Private,79586.0,1st-4th,9.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,594.0,0.0,41.0,Vietnam
32.0,Local-gov,47276.0,1st-4th,14.0,Married-AF-spouse,Craft-repair,Unmarried,White,Female,0.0,0.0,10.0,Yugoslavia
29.0,Private,110538.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,2580.0,0.0,38.0,Vietnam
32.0,Private,116608.0,11th,9.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,3273.0,0.0,41.0,Vietnam
33.0,Private,82319.0,1st-4th,10.0,Married-civ-spouse,Craft-repair,Unmarried,Other,Female,401.0,0.0,33.0,Vietnam
25.0,Private,165138.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Own-child,Other,Male,1731.0,0.0,62.0,Vietnam
33.0,Private,75763.0,12th,12.0,Married-civ-spouse,Craft-repair,Wife,White,Female,114.0,0.0,26.0,Vietnam
34.0,Private,71221.0,12th,12.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,114.0,0.0,20.0,Vietnam
30.0,Private,94954.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3273.0,0.0,35.0,Vietnam
33.0,Private,103218.0,12th,10.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,1151.0,0.0,39.0,Vietnam
34.0,Private,83003.0,12th,12.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,114.0,0.0,27.0,Vietnam
28.0,Private,49996.0,1st-4th,9.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,914.0,0.0,25.0,Vietnam
30.0,Private,85492.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1797.0,0.0,31.0,Vietnam
23.0,Private,120857.0,1st-4th,12.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,401.0,0.0,59.0,Italy
25.0,Federal-gov,13769.0,7th-8th,16.0,Divorced,Farming-fishing,Own-child,White,Female,0.0,0.0,1.0,Yugoslavia
26.0,Private,78356.0,1st-4th,10.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,594.0,0.0,51.0,United-States
32.0,Local-gov,30875.0,5th-6th,15.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,2.0,Yugoslavia
27.0,Private,43599.0,1st-4th,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,594.0,0.0,22.0,Vietnam
33.0,Private,88528.0,12th,9.0,Married-spouse-absent,Craft-repair,Unmarried,Other,Female,594.0,0.0,33.0,Vietnam
28.0,Private,91275.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,1086.0,0.0,41.0,Vietnam
29.0,Private,132806.0,12th,7.0,Married-spouse-absent,Farming-fishing,Husband,White,Male,2885.0,0.0,35.0,Vietnam
32.0,Local-gov,32878.0,1st-4th,15.0,Married-AF-spouse,Craft-repair,Wife,White,Female,0.0,0.0,3.0,Yugoslavia
25.0,Private,64671.0,1st-4th,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,114.0,0.0,37.0,Trinadad&Tobago
28.0,Private,59380.0,1st-4th,8.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,914.0,0.0,26.0,Vietnam
30.0,Local-gov,49469.0,1st-4th,15.0,Married-AF-spouse,Craft-repair,Not-in-family,White,Female,0.0,0.0,10.0,Taiwan
30.0,Private,112485.0,12th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,2885.0,0.0,29.0,Vietnam
30.0,Private,118652.0,11th,9.0,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,13550.0,2603.0,48.0,Vietnam
27.0,Federal-gov,22211.0,5th-6th,16.0,Divorced,Craft-repair,Not-in-family,White,Female,0.0,0.0,1.0,Vietnam
24.0,Local-gov,71145.0,5th-6th,14.0,Married-AF-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Female,0.0,0.0,9.0,Vietnam
30.0,Private,103713.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,2580.0,0.0,33.0,Vietnam
28.0,Private,58447.0,1st-4th,8.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,594.0,0.0,22.0,Vietnam
31.0,Private,146687.0,11th,11.0,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,1731.0,0.0,57.0,Vietnam
28.0,Private,164857.0,11th,8.0,Married-civ-spouse,Farming-fishing,Own-child,White,Male,6360.0,0.0,47.0,Vietnam
34.0,Private,108496.0,11th,9.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,1086.0,0.0,46.0,Vietnam
31.0,Private,129882.0,11th,8.0,Married-civ-spouse,Farming-fishing,Own-child,White,Male,10520.0,1258.0,51.0,Vietnam
29.0,Private,61989.0,1st-4th,8.0,Married-spouse-absent,Machine-op-inspct,Own-child,White,Male,594.0,0.0,28.0,Vietnam
33.0,Local-gov,45114.0,1st-4th,14.0,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0.0,0.0,11.0,Yugoslavia
34.0,Private,91488.0,12th,10.0,Married-civ-spouse,Craft-repair,Unmarried,Other,Female,401.0,0.0,35.0,Vietnam
32.0,Private,109133.0,12th,11.0,Married-civ-spouse,Craft-repair,Unmarried,White,Female,594.0,0.0,46.0,Vietnam
28.0,Private,109097.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,1506.0,0.0,38.0,Vietnam
34.0,Private,81929.0,12th,11.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,114.0,0.0,38.0,Vietnam
29.0,Private,89154.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1471.0,0.0,30.0,Vietnam
30.0,Private,73715.0,12th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1471.0,0.0,23.0,Vietnam
33.0,Private,100375.0,12th,10.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,1151.0,0.0,45.0,Vietnam
34.0,Private,82098.0,11th,11.0,Married-civ-spouse,Exec-managerial,Own-child,White,Female,401.0,0.0,35.0,Vietnam
28.0,Private,52386.0,1st-4th,8.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,594.0,0.0,23.0,Vietnam
29.0,Private,89636.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,2290.0,0.0,37.0,Vietnam
30.0,Private,120781.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,4416.0,0.0,42.0,Vietnam
31.0,Private,119309.0,11th,9.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,5721.0,213.0,45.0,Vietnam
25.0,Federal-gov,18827.0,5th-6th,16.0,Divorced,Craft-repair,Husband,White,Female,0.0,0.0,1.0,Vietnam
33.0,Private,75995.0,12th,12.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,114.0,0.0,37.0,Vietnam
28.0,Private,48882.0,1st-4th,9.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,594.0,0.0,23.0,Vietnam
28.0,Private,123219.0,11th,7.0,Married-spouse-absent,Exec-managerial,Unmarried,Other,Female,3674.0,0.0,54.0,Vietnam
31.0,Private,144092.0,11th,8.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,8614.0,625.0,48.0,Vietnam
27.0,Private,99568.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,1173.0,0.0,44.0,Vietnam
26.0,Private,155818.0,1st-4th,8.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,1424.0,0.0,42.0,United-States
21.0,Self-emp-inc,202416.0,5th-6th,10.0,Married-civ-spouse,Farming-fishing,Husband,Black,Male,594.0,0.0,61.0,Greece
25.0,Private,68452.0,1st-4th,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,114.0,0.0,31.0,Thailand
30.0,Federal-gov,22933.0,1st-4th,16.0,Married-AF-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,1.0,Yugoslavia
28.0,Private,52537.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1173.0,0.0,26.0,Vietnam
34.0,Private,133530.0,11th,9.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,2538.0,0.0,45.0,Vietnam
26.0,Private,171080.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,3137.0,0.0,48.0,Vietnam
24.0,Self-emp-inc,242150.0,1st-4th,9.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,2829.0,0.0,55.0,Peru
23.0,Self-emp-inc,263081.0,1st-4th,8.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2329.0,0.0,55.0,Ireland
27.0,Self-emp-inc,127315.0,1st-4th,7.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2174.0,0.0,25.0,Vietnam
26.0,Federal-gov,13769.0,7th-8th,16.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,1.0,Yugoslavia
33.0,Private,100508.0,11th,9.0,Married-civ-spouse,Exec-managerial,Own-child,White,Female,1506.0,0.0,45.0,Vietnam
29.0,Private,94809.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,1506.0,0.0,36.0,Vietnam
29.0,Private,82497.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,1506.0,0.0,34.0,Vietnam
26.0,Private,114345.0,1st-4th,9.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1055.0,0.0,42.0,Vietnam
29.0,Private,82649.0,12th,9.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,2228.0,0.0,39.0,Vietnam
31.0,Private,103684.0,12th,7.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,2907.0,0.0,29.0,Vietnam
31.0,Private,126730.0,11th,8.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,7443.0,323.0,46.0,Vietnam
27.0,Private,93287.0,1st-4th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1086.0,0.0,20.0,Vietnam
32.0,Private,138768.0,10th,9.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,9562.0,880.0,49.0,Vietnam
29.0,Private,139268.0,11th,8.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,7978.0,2002.0,49.0,Vietnam
29.0,Private,58880.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,914.0,0.0,21.0,Vietnam
33.0,Private,92462.0,11th,12.0,Married-civ-spouse,Craft-repair,Other-relative,White,Female,114.0,0.0,42.0,Vietnam
30.0,Private,102471.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1848.0,0.0,32.0,Vietnam
30.0,Private,123606.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3471.0,0.0,37.0,Vietnam
29.0,Private,114231.0,12th,8.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,4101.0,0.0,49.0,Vietnam
31.0,Private,141445.0,10th,8.0,Married-civ-spouse,Exec-managerial,Own-child,White,Female,7262.0,0.0,52.0,Vietnam
28.0,Private,54098.0,1st-4th,8.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,401.0,0.0,22.0,Vietnam
19.0,Federal-gov,13492.0,9th,16.0,Divorced,Craft-repair,Husband,White,Female,0.0,0.0,1.0,Peru
28.0,Private,142411.0,12th,8.0,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,3781.0,0.0,43.0,Vietnam
28.0,Private,137344.0,12th,8.0,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,2885.0,0.0,43.0,Vietnam
34.0,Private,71388.0,12th,11.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,114.0,0.0,24.0,Vietnam
29.0,Private,108542.0,11th,8.0,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,10520.0,3004.0,48.0,Vietnam
27.0,Private,142020.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2538.0,0.0,35.0,Vietnam
31.0,Local-gov,21798.0,5th-6th,15.0,Married-AF-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,1.0,Yugoslavia
28.0,Private,52870.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,914.0,0.0,24.0,Vietnam
29.0,Private,98881.0,12th,8.0,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,2829.0,0.0,42.0,Vietnam
33.0,Local-gov,74389.0,12th,13.0,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0.0,0.0,31.0,Vietnam
28.0,Private,204337.0,12th,7.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,5721.0,0.0,41.0,Vietnam
18.0,Self-emp-inc,429832.0,7th-8th,13.0,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,114.0,0.0,95.0,Cambodia
28.0,Private,55314.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1264.0,0.0,26.0,Vietnam
26.0,Local-gov,122852.0,1st-4th,15.0,Married-AF-spouse,Craft-repair,Not-in-family,White,Female,0.0,0.0,44.0,Poland
29.0,Federal-gov,18827.0,5th-6th,16.0,Married-AF-spouse,Exec-managerial,Own-child,White,Female,0.0,0.0,1.0,Yugoslavia
21.0,Private,319768.0,11th,10.0,Married-civ-spouse,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,3137.0,0.0,77.0,Taiwan
27.0,Private,43064.0,1st-4th,8.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,594.0,0.0,20.0,Vietnam
28.0,Private,52498.0,1st-4th,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,594.0,0.0,20.0,Vietnam
34.0,Private,90051.0,12th,10.0,Married-civ-spouse,Craft-repair,Unmarried,White,Female,401.0,0.0,37.0,Vietnam
30.0,Private,73968.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2009.0,0.0,28.0,Vietnam
31.0,Local-gov,80986.0,1st-4th,14.0,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0.0,0.0,11.0,Vietnam
26.0,Self-emp-inc,219110.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,4508.0,0.0,43.0,Vietnam
30.0,Private,121093.0,12th,8.0,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,4650.0,0.0,44.0,Vietnam
28.0,Private,79160.0,12th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4865.0,2444.0,45.0,Vietnam
28.0,Private,47086.0,1st-4th,8.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,401.0,0.0,19.0,Vietnam
29.0,Private,96337.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5721.0,2472.0,47.0,Vietnam
27.0,Private,45114.0,1st-4th,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,594.0,0.0,25.0,Vietnam
32.0,Self-emp-inc,119098.0,12th,8.0,Married-civ-spouse,Exec-managerial,Wife,Other,Female,2993.0,0.0,39.0,Vietnam
30.0,Private,110622.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3325.0,0.0,36.0,Vietnam
29.0,Private,56613.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1151.0,0.0,25.0,Vietnam
27.0,Private,122412.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2036.0,0.0,39.0,Vietnam
33.0,Private,45366.0,1st-4th,14.0,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,10.0,Yugoslavia
29.0,Private,71151.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1424.0,0.0,27.0,Vietnam
27.0,Private,199947.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,5178.0,0.0,45.0,Vietnam
29.0,Private,60890.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1264.0,0.0,28.0,Vietnam
19.0,Self-emp-inc,306473.0,5th-6th,10.0,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,914.0,0.0,82.0,China
30.0,Private,71701.0,12th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1264.0,0.0,22.0,Vietnam
30.0,Private,81057.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1086.0,0.0,30.0,Vietnam
29.0,Private,63004.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1264.0,0.0,27.0,Vietnam
26.0,Private,36601.0,1st-4th,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,594.0,0.0,19.0,Vietnam
34.0,Private,95149.0,11th,11.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,401.0,0.0,36.0,Vietnam
29.0,Local-gov,31449.0,12th,16.0,Married-AF-spouse,Exec-managerial,Other-relative,White,Female,0.0,0.0,2.0,Vietnam
29.0,Private,66504.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,914.0,0.0,28.0,Vietnam
22.0,Private,132057.0,5th-6th,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,114.0,0.0,51.0,Ireland
26.0,Private,82622.0,1st-4th,10.0,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,594.0,0.0,53.0,Trinadad&Tobago
30.0,Private,120172.0,12th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,2885.0,0.0,33.0,Vietnam
29.0,Private,61838.0,1st-4th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1151.0,0.0,24.0,Vietnam
30.0,Private,93076.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2653.0,0.0,35.0,Vietnam
30.0,Private,98320.0,12th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1848.0,0.0,26.0,Vietnam
23.0,Local-gov,115971.0,12th,9.0,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,401.0,0.0,70.0,Vietnam
29.0,Private,62507.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1264.0,0.0,29.0,Vietnam
28.0,Private,90980.0,1st-4th,9.0,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,1506.0,0.0,44.0,Vietnam
29.0,Private,168768.0,12th,7.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,4787.0,0.0,37.0,Vietnam
28.0,Private,44983.0,1st-4th,8.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,594.0,0.0,19.0,Vietnam
30.0,Private,82067.0,12th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1848.0,0.0,27.0,Vietnam
29.0,Private,70282.0,1st-4th,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1409.0,0.0,38.0,Vietnam
27.0,Federal-gov,13769.0,7th-8th,16.0,Married-AF-spouse,Exec-managerial,Unmarried,White,Female,0.0,0.0,1.0,Yugoslavia
24.0,Local-gov,104790.0,1st-4th,16.0,Married-AF-spouse,Craft-repair,Husband,White,Female,0.0,0.0,31.0,Outlying-US(Guam-USVI-etc)
27.0,Private,194580.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,3464.0,0.0,46.0,Vietnam
25.0,Private,117319.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,914.0,0.0,46.0,Vietnam
22.0,Private,164229.0,1st-4th,13.0,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,114.0,0.0,73.0,Nicaragua
33.0,Private,100219.0,11th,10.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,1455.0,0.0,41.0,Vietnam
34.0,Private,80896.0,12th,11.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,114.0,0.0,33.0,Vietnam
29.0,Private,151107.0,12th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,5721.0,0.0,39.0,Vietnam
29.0,Private,72791.0,1st-4th,9.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1731.0,0.0,34.0,Vietnam
33.0,Local-gov,44983.0,1st-4th,14.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0.0,0.0,5.0,Yugoslavia
33.0,Private,56613.0,1st-4th,12.0,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0.0,0.0,19.0,Yugoslavia
29.0,Private,68021.0,1st-4th,8.0,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,914.0,0.0,31.0,Vietnam
33.0,Private,79787.0,1st-4th,10.0,Married-civ-spouse,Craft-repair,Wife,White,Female,114.0,0.0,32.0,Vietnam
28.0,Private,67779.0,1st-4th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1731.0,0.0,36.0,Vietnam
32.0,Private,118457.0,12th,8.0,Married-spouse-absent,Exec-managerial,Unmarried,Other,Female,2105.0,0.0,41.0,Vietnam
29.0,Private,63105.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1455.0,0.0,27.0,Vietnam
27.0,Private,46920.0,1st-4th,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,914.0,0.0,26.0,Vietnam
30.0,Local-gov,42166.0,5th-6th,13.0,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,6.0,Yugoslavia
32.0,Local-gov,39986.0,5th-6th,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,4.0,Yugoslavia
19.0,Self-emp-inc,311569.0,5th-6th,11.0,Married-AF-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,594.0,0.0,85.0,Canada
30.0,Private,81487.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2414.0,0.0,30.0,Vietnam
31.0,Private,151325.0,11th,8.0,Married-civ-spouse,Farming-fishing,Own-child,White,Male,9562.0,0.0,49.0,Vietnam
33.0,Private,109833.0,11th,9.0,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,2062.0,0.0,42.0,Vietnam
32.0,Private,83348.0,12th,13.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,0.0,0.0,35.0,United-States
28.0,Private,146154.0,12th,7.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,3103.0,0.0,31.0,Vietnam
28.0,Private,150025.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,3273.0,0.0,37.0,Vietnam
29.0,Private,115215.0,11th,8.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,6360.0,880.0,49.0,Vietnam
30.0,Private,76280.0,12th,7.0,Married-spouse-absent,Handlers-cleaners,Husband,White,Male,1409.0,0.0,24.0,Vietnam
29.0,Private,59969.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,914.0,0.0,22.0,Vietnam
34.0,Private,64148.0,12th,12.0,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0.0,0.0,17.0,Yugoslavia
29.0,Private,95909.0,1st-4th,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,1264.0,0.0,45.0,United-States
29.0,Private,132247.0,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,2538.0,0.0,36.0,Vietnam
34.0,Private,75050.0,12th,11.0,Married-civ-spouse,Craft-repair,Own-child,White,Female,114.0,0.0,28.0,Vietnam
28.0,Private,49469.0,1st-4th,9.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,594.0,0.0,24.0,Vietnam
24.0,Federal-gov,13769.0,7th-8th,16.0,Divorced,Exec-managerial,Husband,White,Female,0.0,0.0,1.0,Yugoslavia
26.0,Private,98926.0,1st-4th,7.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,594.0,0.0,27.0,Vietnam
23.0,Self-emp-inc,219967.0,1st-4th,8.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2009.0,0.0,47.0,Puerto-Rico
24.0,Federal-gov,13769.0,7th-8th,16.0,Divorced,Farming-fishing,Not-in-family,Other,Female,0.0,0.0,1.0,Yugoslavia
27.0,Private,62546.0,1st-4th,8.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,401.0,0.0,24.0,Vietnam
33.0,Local-gov,34186.0,1st-4th,14.0,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0.0,0.0,3.0,Yugoslavia
26.0,Self-emp-inc,155737.0,1st-4th,7.0,Married-civ-spouse,Farming-fishing,Husband,Other,Male,2538.0,0.0,29.0,Vietnam
29.0,Private,68798.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2050.0,0.0,31.0,Vietnam
29.0,Private,102345.0,12th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1731.0,0.0,31.0,Vietnam
31.0,Local-gov,54012.0,12th,15.0,Married-AF-spouse,Craft-repair,Unmarried,White,Female,0.0,0.0,12.0,Vietnam
33.0,Private,119929.0,11th,8.0,Married-civ-spouse,Craft-repair,Unmarried,Other,Female,2290.0,0.0,44.0,Vietnam
31.0,Private,174564.0,10th,8.0,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,11678.0,0.0,50.0,Vietnam
29.0,Private,62669.0,1st-4th,8.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1264.0,0.0,25.0,Vietnam
29.0,Private,96460.0,12th,9.0,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,4101.0,0.0,46.0,Vietnam
29.0,Private,78141.0,12th,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2580.0,0.0,40.0,Vietnam
27.0,Private,54861.0,1st-4th,9.0,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,114.0,0.0,32.0,Vietnam
30.0,Private,120601.0,11th,8.0,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,13550.0,3004.0,49.0,Vietnam
29.0,Private,204447.0,11th,12.0,Married-civ-spouse,Exec-managerial,Own-child,White,Male,991.0,0.0,68.0,Thailand
29.0,Federal-gov,27207.0,1st-4th,15.0,Married-AF-spouse,Exec-managerial,Unmarried,White,Female,0.0,0.0,2.0,Yugoslavia
25.0,Private,173651.0,12th,9.0,Married-civ-spouse,Farming-fishing,Unmarried,Other,Male,3674.0,0.0,58.0,Vietnam
