elevation,aspect,slope,hori_distance_hyd,vert_distance,hori_distance_road,hillshade_9am,hillshade_noon,hillshade_3pm,hori_distance_fire,wild_area,soil_type,cover_type
2994,333,8,376,-4,995,212,238,157,1953,1,25,2
2735,264,7,601,41,1860,219,244,155,473,2,1,3
2986,159,14,353,-8,484,245,237,93,2030,1,25,2
2989,93,14,413,92,475,240,205,98,1885,2,30,2
2943,48,16,233,13,1517,212,196,104,2610,2,32,2
2702,50,5,92,2,1192,215,212,133,2724,1,32,2
2709,49,25,609,249,1829,215,189,147,2243,2,1,3
2687,180,23,232,67,1863,213,166,145,2403,0,3,2
2654,177,21,142,61,2109,229,185,147,1570,0,22,3
2654,173,22,210,70,2078,231,182,67,1590,0,3,2
3042,70,11,6,1,4111,236,211,105,528,0,22,1
3261,184,35,378,81,2846,133,245,224,509,2,12,1
2976,315,10,270,7,1097,210,232,169,6064,2,11,2
3081,89,9,146,16,996,228,220,112,1578,0,22,1
2966,49,7,625,18,1390,213,186,142,2277,2,32,2
3268,30,5,385,16,2203,215,225,131,3670,0,28,7
3006,334,3,397,-9,625,245,237,157,2001,1,27,2
3056,197,18,49,39,2738,241,243,206,466,2,12,1
3000,66,18,38,2,2765,241,208,102,576,0,29,1
3038,68,11,-3,1,4134,233,211,105,533,0,28,1
3361,45,8,651,126,1268,215,206,143,2195,2,36,1
2918,308,11,244,22,3317,209,229,172,6185,2,33,2
3077,76,9,139,10,4375,228,217,114,1489,0,21,1
3054,73,10,-3,0,4211,233,213,107,543,0,22,1
2989,316,10,1031,126,898,206,233,170,1730,2,31,2
2665,88,22,228,151,958,235,204,49,1585,0,11,2
3076,200,17,46,34,2807,200,245,211,466,2,12,1
3309,231,7,398,27,2882,218,245,156,399,2,4,1
2860,298,12,247,82,6059,178,227,178,896,2,31,2
3249,181,35,386,78,2858,130,245,224,515,2,12,1
2737,265,7,599,42,1889,219,244,154,505,2,1,3
3237,236,10,4,34,3102,217,247,179,549,2,22,1
3071,79,10,142,15,4528,229,217,111,1487,0,22,1
3005,336,14,400,-9,588,245,237,157,1994,1,27,2
3073,70,11,10,1,2864,237,244,112,499,2,22,1
3372,43,8,654,207,1412,218,223,148,2082,2,36,3
3248,181,35,385,79,2861,128,245,225,518,2,12,1
2996,335,13,360,-8,888,249,239,154,1993,1,25,2
2942,51,6,83,9,1253,212,209,133,2619,1,32,2
3012,324,4,433,0,988,211,235,163,1883,2,11,2
2895,65,10,198,24,5804,232,216,114,1491,0,19,2
2988,125,36,69,3,2409,246,206,46,618,3,29,1
3388,8,14,526,120,1059,200,222,135,2138,0,37,1
2947,52,6,84,11,1305,212,209,136,2531,2,32,2
3015,332,14,398,-7,650,245,237,158,1985,2,27,2
2666,90,21,191,73,912,232,205,49,1629,0,3,2
3232,97,9,116,44,4650,230,248,149,1437,0,22,1
2649,162,23,225,76,1016,231,184,50,1586,0,3,2
3351,208,8,400,79,2716,219,228,157,403,2,4,1
3096,199,18,334,28,2895,199,246,220,455,2,9,1
2966,168,14,70,-5,372,241,234,95,2954,1,16,2
2695,53,6,92,10,1288,214,210,135,2599,2,32,2
3396,12,8,555,118,1155,220,223,141,2139,0,30,1
3092,204,17,337,30,2896,199,246,216,459,2,9,1
3010,329,3,401,-4,971,212,236,158,1936,2,11,2
2738,177,7,599,51,1946,218,242,153,2166,2,1,3
2718,49,6,86,6,1223,214,210,134,2627,1,32,2
2955,320,9,201,2,2132,213,236,158,6233,0,11,2
3000,331,3,398,-4,992,212,237,157,1949,1,11,2
2848,300,12,248,85,6027,180,226,179,999,2,31,2
3280,257,10,141,36,3278,215,247,153,580,2,22,1
2649,102,20,125,58,1144,228,249,84,1543,0,22,3
2958,95,15,257,48,466,232,201,96,2742,2,32,2
2952,159,14,60,-6,576,246,238,95,2010,1,7,2
2637,94,20,139,66,983,229,206,67,1619,0,22,2
3387,33,8,642,133,1122,213,206,139,2169,0,30,1
2956,313,10,266,11,1127,210,231,169,6089,2,11,2
3007,331,3,410,-4,957,211,237,158,1939,2,11,2
2657,179,23,215,69,2060,230,170,79,2397,0,9,2
2991,90,14,412,99,460,237,205,98,1860,2,30,2
2652,178,21,138,59,1178,229,248,92,1517,0,22,3
3086,80,10,-4,1,4299,234,245,114,567,2,22,1
3382,7,8,537,108,2280,221,224,142,2175,0,37,1
3361,31,8,644,134,1095,212,206,137,2188,0,28,7
2913,307,11,249,21,3360,208,229,173,6122,2,31,2
3259,257,10,135,40,2150,214,247,154,557,2,22,1
2957,310,10,1000,147,902,205,232,171,1719,2,31,2
2948,312,10,265,14,1116,210,230,170,6076,2,11,2
3406,23,8,615,117,1248,219,223,145,2102,0,30,1
2924,304,10,254,148,5832,200,215,175,1590,2,31,2
2991,39,7,641,18,1114,212,206,137,2283,0,28,2
2252,157,23,223,79,1024,233,187,44,1571,0,3,2
3392,37,8,650,127,1227,216,222,145,2115,2,30,1
3030,65,12,33,2,2854,241,211,105,520,0,29,1
2636,85,22,187,80,1060,232,204,48,1519,0,8,2
3009,324,9,655,4,937,211,235,164,1857,2,11,2
2969,333,8,338,-4,1036,212,238,155,1953,1,25,2
2729,49,8,622,242,1772,214,190,147,2257,2,1,3
2975,312,10,1007,147,789,204,219,167,1692,2,31,2
2966,318,10,214,3,2116,212,234,161,6172,0,11,2
3047,69,11,6,2,2767,237,211,104,522,0,22,1
3001,334,13,351,-8,896,248,239,153,2010,1,7,2
2929,306,10,957,154,953,179,217,172,1637,2,31,2
2696,154,14,47,-3,498,245,237,96,4432,1,7,2
2720,50,7,591,17,1624,213,189,144,2341,2,32,2
2965,167,14,87,-5,359,239,218,96,2914,1,16,2
2715,52,5,83,7,1262,214,210,134,2660,1,32,2
3365,44,8,656,130,1254,215,185,144,2145,2,36,1
3017,326,4,656,91,786,209,236,162,1896,2,11,2
2965,157,13,53,-7,699,248,239,94,2020,1,7,2
2998,61,18,43,3,4318,238,210,108,632,0,29,1
3065,84,10,127,3,4550,230,217,114,1403,0,22,1
3058,81,9,-4,2,4439,230,215,113,1434,0,22,1
2996,164,14,350,-7,408,242,236,94,2020,1,27,2
2954,308,10,649,141,962,203,232,173,1677,2,31,2
3390,34,8,647,102,1416,221,224,151,2047,2,30,1
2962,172,14,90,-6,383,221,233,97,2906,1,16,2
2910,65,10,249,13,5876,198,229,178,1609,2,31,2
2952,308,10,972,155,871,181,218,169,1686,2,31,2
2849,299,12,253,24,6021,174,226,180,1605,2,31,2
2749,46,8,628,50,1824,219,242,153,2121,2,1,3
3071,73,10,5,1,2921,236,213,111,520,2,22,1
2982,45,7,630,18,1167,212,206,138,2321,0,32,2
2920,70,10,864,154,916,234,218,108,1530,0,11,2
2833,57,12,50,12,5899,234,211,117,697,0,28,1
3241,92,9,116,37,4546,232,248,150,603,2,22,1
2977,160,14,380,-9,628,246,237,155,1983,1,25,2
2910,67,10,198,14,984,215,217,117,1554,0,19,2
2662,177,24,224,71,2057,231,171,145,2390,0,9,2
2656,81,22,206,151,1006,234,203,102,1511,0,11,2
3097,88,9,-8,1,4406,232,247,120,1407,2,22,1
3023,64,11,3,3,4257,233,211,109,598,0,28,1
2677,49,23,223,69,1805,213,165,142,2415,0,3,2
2629,97,20,120,60,1125,227,220,143,1580,0,22,1
2966,92,15,405,103,517,234,204,98,1825,2,32,2
2989,321,9,1007,131,701,205,235,162,1717,2,11,2
2732,262,7,612,40,1845,219,243,155,443,2,1,3
2976,48,7,627,17,1263,213,206,140,2293,2,32,2
2663,153,23,249,80,972,236,204,43,1574,0,8,2
2993,89,14,396,0,414,235,205,97,1896,2,27,2
2970,160,14,60,-8,709,247,238,94,2004,1,7,2
3376,41,8,656,114,1328,216,223,145,2134,2,36,1
2930,51,23,89,18,1479,211,189,107,2496,2,32,2
3370,38,8,649,124,1185,213,206,140,2219,0,30,1
2902,67,10,192,148,1010,232,217,111,1503,0,11,2
2692,181,23,202,62,1935,215,244,148,2420,2,3,2
3024,60,11,24,8,4428,232,213,114,631,0,28,1
3399,34,8,652,125,1190,215,222,144,2113,2,30,1
2898,62,11,231,23,5865,173,214,117,1522,0,31,2
3018,64,11,6,2,4177,236,211,106,569,0,29,1
2927,69,10,889,157,871,218,218,107,1537,0,11,2
2936,309,11,277,23,1092,207,228,174,6037,2,31,2
2696,273,22,162,52,2111,213,246,153,2305,2,22,3
2938,307,10,281,154,963,182,230,174,1738,2,31,2
3068,212,12,24,2,2788,239,244,114,480,2,28,1
2265,153,23,217,80,940,233,205,40,1596,0,8,2
3273,263,11,479,39,2040,216,246,155,525,2,22,3
2959,40,6,391,15,1168,212,208,136,3694,0,28,2
2224,164,22,180,74,1104,231,186,58,1594,0,1,2
3002,89,14,405,92,427,238,207,98,1920,2,30,2
2996,46,8,646,130,1300,215,185,144,2178,2,32,1
2996,87,14,634,113,557,241,206,159,1823,2,30,2
2970,311,10,1016,149,844,205,233,170,1710,2,31,2
3385,40,8,654,125,1243,214,222,144,2155,2,30,1
2864,300,11,251,85,6000,180,227,177,995,2,31,2
3248,34,5,366,12,309,214,228,131,3902,0,28,2
2998,162,14,380,-8,476,243,237,95,2009,1,27,2
3076,192,18,326,30,2847,143,245,217,471,2,12,1
3004,68,18,34,2,2770,241,209,102,568,0,29,1
3009,66,12,25,2,2894,240,210,105,570,0,29,1
3031,64,10,3,7,4396,230,213,112,1415,0,28,1
2655,105,20,124,53,4642,228,249,148,1515,0,22,3
3278,30,6,412,18,2120,213,207,130,3470,0,28,7
2721,154,14,38,-4,563,246,238,94,4468,1,7,2
3003,90,14,404,82,496,240,236,157,1923,2,27,2
2770,46,8,640,230,1588,218,187,147,2190,2,36,3
3009,67,17,29,2,2751,240,209,103,559,0,29,1
3018,63,11,16,3,4271,234,211,110,624,0,28,1
3213,188,34,336,76,2827,140,245,222,499,2,12,1
3268,234,11,333,29,3114,218,246,186,443,2,9,1
3038,68,11,5,0,4415,234,214,111,583,0,28,1
2713,152,14,43,-4,546,246,238,95,2014,1,7,2
2807,124,18,58,5,4279,240,208,106,696,0,29,6
3399,27,8,623,131,1117,215,206,140,2124,0,30,1
2671,91,20,189,69,868,232,205,54,1637,0,11,2
3008,335,14,383,-8,905,211,238,155,1989,1,25,2
2815,59,17,61,7,4404,237,209,112,718,0,29,6
2686,73,21,940,160,883,239,219,99,1566,0,11,2
2963,102,15,88,6,1367,212,195,98,2746,2,32,2
2992,84,4,997,112,639,225,235,161,1792,2,11,2
2951,52,16,85,2,1236,214,212,100,2735,2,32,2
2666,83,22,226,154,954,236,204,100,1560,0,11,2
2978,319,10,238,5,2090,212,233,164,6158,2,11,2
3076,91,9,109,44,4511,229,218,117,1439,0,22,1
3314,253,8,420,32,1745,219,244,157,415,2,4,3
2909,67,10,98,4,1017,199,229,119,1579,2,31,2
3064,74,10,4,1,2911,236,213,110,537,3,22,1
3352,21,8,614,140,1000,195,205,131,3185,0,28,7
3364,38,8,652,41,1502,220,241,154,2038,2,4,3
3205,183,35,340,77,2822,136,245,225,500,2,12,1
3405,20,8,603,120,1188,218,222,143,2113,0,30,1
3038,70,10,0,1,4291,233,213,108,560,0,28,1
3397,26,8,621,128,1135,215,222,140,2120,0,30,1
2823,298,12,82,13,5955,174,210,118,748,0,31,2
3084,198,18,324,30,2883,199,246,217,466,2,12,1
3005,334,3,400,-7,927,211,237,157,1964,1,25,2
2713,84,15,253,142,717,238,205,98,1694,0,11,2
3333,211,8,403,74,2748,218,244,157,415,2,4,1
2698,170,15,77,0,312,221,233,96,2922,1,16,2
3057,63,10,160,16,4399,231,214,116,1507,0,28,1
2706,43,5,73,10,1247,213,210,134,3926,0,17,2
3026,61,11,6,4,4358,233,213,110,610,0,28,1
2950,80,15,915,143,639,237,205,99,1692,0,11,2
3242,149,5,63,12,307,216,229,129,3903,0,28,7
3010,124,18,62,5,2581,246,208,101,540,3,29,1
3257,256,10,124,38,4614,232,247,151,582,2,22,1
3012,65,12,22,2,4219,239,210,105,590,0,29,1
2934,47,22,239,16,1547,212,195,105,2577,2,32,2
2672,176,24,230,72,2004,231,171,76,2403,0,9,2
2944,78,15,952,151,711,240,220,158,1641,2,11,2
2893,303,12,262,25,6065,181,227,178,1739,2,31,2
2844,298,12,239,20,6037,173,210,180,771,0,31,2
2683,180,22,179,61,2109,231,176,149,2426,0,22,2
3002,97,14,415,-7,515,240,235,99,1935,2,27,2
3303,233,7,390,27,2892,217,245,157,410,2,4,1
2677,178,24,222,69,2022,230,169,145,2384,0,9,2
2688,49,23,234,18,1758,211,194,59,2473,2,32,2
3014,327,4,429,-2,969,211,236,161,1918,2,11,2
2716,52,7,598,62,1823,215,193,148,2323,2,1,3
3373,31,8,640,136,1096,213,205,138,2171,0,28,7
3232,95,9,113,40,4603,230,248,148,612,0,22,1
2650,87,22,205,77,1015,233,203,53,1518,0,8,2
3020,67,12,17,2,2756,239,210,104,532,0,29,1
3020,66,12,30,2,2814,241,211,105,541,0,29,1
3052,67,11,26,2,2756,241,212,107,490,3,29,1
3257,28,5,373,16,231,216,226,129,3732,0,28,7
2626,94,20,123,64,1103,228,204,73,1559,0,22,1
2676,178,24,235,71,1958,230,166,144,2356,0,1,2
2710,47,6,81,7,1232,213,210,134,2622,1,17,2
2227,161,22,175,70,1116,231,185,58,1558,0,1,3
3004,330,3,644,87,677,207,235,159,1860,2,31,2
2680,155,14,53,0,447,241,236,128,4310,1,17,2
2694,51,24,235,70,1632,211,187,142,2329,2,32,2
2966,163,14,81,-8,750,248,238,156,1988,1,25,2
2661,174,23,215,71,1965,229,173,65,2475,0,3,2
3093,218,11,20,32,2991,218,246,214,480,2,21,1
2988,160,14,358,-9,662,247,238,154,2006,1,7,2
2964,49,7,621,20,1271,212,185,140,2283,2,32,2
2656,100,20,150,61,953,229,205,69,1681,0,22,2
2962,313,10,972,140,814,204,219,167,1713,2,31,2
2659,176,24,232,73,2024,230,167,71,2388,0,9,2
2939,307,10,276,153,957,182,230,173,1739,2,31,2
3034,67,10,-2,1,4330,233,213,109,566,0,28,1
3269,236,11,313,28,3116,217,247,185,476,2,21,1
3067,84,9,110,3,4489,229,216,114,1424,0,22,1
3276,198,18,365,27,2868,135,245,224,441,2,12,1
3345,33,7,637,17,1134,213,206,136,3304,0,28,7
3077,216,11,26,0,2931,238,245,118,483,2,13,1
2965,315,10,247,11,1131,211,232,165,6164,2,11,2
3383,8,8,552,111,2272,221,223,141,2173,0,37,1
2962,312,10,225,10,3322,212,232,165,6166,2,11,2
3033,61,11,27,11,4429,231,213,116,1455,0,28,1
2663,175,22,152,57,2173,230,183,148,2362,0,22,3
2802,124,34,55,5,3011,241,208,104,712,3,29,3
2696,44,5,70,8,1281,215,228,133,4031,1,17,2
2851,298,12,234,22,6035,173,211,180,1572,0,31,2
2984,321,9,256,5,1054,211,233,163,6158,2,11,2
3347,33,7,641,19,1096,213,206,136,3319,0,28,7
2950,50,15,84,0,1222,216,213,100,2777,1,32,2
3026,326,3,434,74,877,209,236,164,1916,2,11,2
3019,114,19,65,6,2352,247,208,55,543,3,29,1
3251,198,18,338,26,2869,137,246,223,455,2,9,1
3096,194,18,324,28,2887,138,246,222,472,2,12,1
2221,167,22,150,72,1063,229,187,61,1625,0,1,3
2707,47,6,74,6,1262,215,211,134,2668,1,17,2
2662,79,22,229,156,1011,235,218,102,1510,0,11,2
2967,99,15,411,2,429,215,199,96,2763,2,32,2
2650,94,21,161,70,950,230,205,57,1639,0,3,2
2954,40,6,396,14,1192,213,209,135,3731,0,28,2
3013,328,3,422,86,599,207,236,159,1927,2,30,2
2813,58,18,60,7,4412,237,209,111,701,0,29,6
3062,190,18,51,35,2805,148,245,215,475,2,12,1
3013,67,17,25,2,2740,240,209,103,549,0,29,1
3281,207,18,371,25,2880,219,245,221,437,2,9,1
2922,308,11,255,23,3296,209,229,172,6179,2,31,2
3035,69,10,-2,1,4239,234,212,107,554,0,28,1
2970,49,7,624,19,1326,213,185,142,2261,2,32,2
3033,67,11,1,1,4255,235,212,107,544,0,28,1
3015,329,3,433,83,655,206,236,160,1893,2,30,2
3000,160,14,358,-9,816,247,238,154,2010,1,7,2
3003,329,3,416,-3,970,211,236,159,1925,2,11,2
2693,171,15,78,0,313,220,232,97,2861,1,16,2
2684,46,22,210,66,1809,229,196,70,2479,2,32,2
2718,51,6,95,12,1302,213,208,138,2455,2,32,2
2914,64,10,227,153,977,174,216,171,1549,0,31,2
2633,89,20,143,66,1086,229,219,109,1572,0,22,1
2952,45,6,84,11,1220,213,209,136,2535,0,28,2
2690,170,4,79,-1,350,220,233,129,2877,1,16,2
3374,8,8,369,100,2380,220,225,146,2170,0,37,1
3380,26,8,628,134,1064,214,205,136,2147,0,28,7
3294,23,12,421,20,2054,194,205,129,3298,0,28,7
2982,48,8,627,136,1287,213,185,142,2214,2,32,2
2997,322,9,428,2,1027,212,234,163,6152,2,11,2
2902,302,11,245,155,5900,176,215,174,1580,2,31,2
2976,85,15,408,121,501,236,206,98,1803,2,30,2
2701,164,14,62,-2,386,242,235,96,2932,1,7,2
2945,96,16,236,60,1526,229,199,100,2620,2,32,2
2739,173,8,637,50,1824,219,242,153,2095,2,1,3
3231,182,35,359,76,2852,130,245,226,498,2,12,1
2673,48,23,228,70,1867,228,193,68,2424,2,32,2
2915,303,11,912,155,1003,176,216,172,1586,2,31,2
3394,13,8,559,128,1054,198,206,134,2134,0,37,7
2993,332,14,377,-6,908,212,238,156,1973,1,25,2
2688,85,22,255,155,843,239,205,40,1629,0,11,2
3253,30,5,366,13,289,217,228,130,3798,0,28,7
3056,124,12,32,3,2700,242,243,109,476,3,29,1
2872,300,11,243,23,5997,173,213,178,1534,0,31,2
2991,323,9,249,0,1067,212,234,163,6162,2,11,2
3349,43,8,652,171,1583,221,241,152,2060,2,1,3
2688,46,15,80,1,298,218,230,130,2818,1,16,2
2715,178,11,159,49,2119,216,246,151,2328,2,22,3
3073,197,18,46,31,2818,201,245,213,470,2,12,1
3070,70,10,155,9,4389,230,216,115,1488,0,28,1
3408,25,8,624,106,1317,219,224,150,2042,2,30,1
2943,316,9,182,3,2156,214,236,157,6260,0,25,2
3010,63,12,27,2,4275,236,210,109,627,0,29,1
2672,87,21,200,141,848,232,205,100,1610,0,11,2
3379,37,8,643,131,1139,212,205,140,2180,0,30,1
2895,305,11,259,78,6040,182,227,177,1769,2,31,2
2752,158,13,48,-7,963,249,239,154,2002,1,25,2
2270,161,22,180,75,926,232,205,49,1672,0,3,2
3065,204,12,30,2,2769,239,244,116,451,2,12,1
3087,83,4,147,14,971,229,219,114,1546,0,21,1
2964,312,10,989,151,824,205,219,167,1710,2,31,2
2964,314,10,245,8,1165,211,232,167,6113,2,11,2
2711,47,6,84,9,1227,214,209,134,2606,1,32,2
3384,35,8,644,133,1106,213,205,139,2159,0,30,7
3398,36,8,655,115,1348,218,223,148,2064,2,39,1
2838,57,12,66,16,5952,171,210,120,705,0,31,2
2980,101,15,386,-4,404,219,218,98,2894,1,16,2
2985,161,14,355,-9,614,246,238,93,2016,1,7,2
3070,77,10,0,0,4299,235,214,113,550,0,22,1
2813,116,33,76,11,5903,175,209,115,744,0,29,2
2665,179,24,224,71,2003,230,168,80,2382,0,9,2
2717,83,15,244,143,637,238,206,98,1726,2,11,2
2981,161,14,361,-8,716,247,238,154,1997,1,7,2
3050,111,18,62,42,2656,243,243,206,490,3,12,1
3305,261,6,600,35,1838,219,245,154,481,2,1,3
2722,157,14,48,-4,503,246,238,94,4474,1,7,2
2687,158,22,233,73,802,232,203,45,1648,0,3,2
2917,307,11,272,81,5881,184,228,174,1796,2,31,2
3323,234,8,421,28,1712,219,244,157,390,2,4,1
2721,53,5,89,4,1310,215,212,135,2691,1,32,2
2253,154,22,188,78,1010,233,205,48,1599,0,8,2
3403,19,8,585,127,1119,217,222,139,2111,0,30,1
2993,162,14,392,-9,611,245,237,156,1999,1,25,2
2992,333,9,374,-5,1041,212,238,156,1950,1,25,2
2944,100,16,248,11,1520,214,198,101,2623,2,32,2
2989,335,14,365,-7,929,211,238,155,1981,1,25,2
2669,84,22,231,155,932,236,204,44,1582,0,11,2
2267,174,21,119,59,1172,228,248,90,732,0,22,3
3077,75,10,160,16,4394,229,217,113,1514,0,21,1
3341,245,8,436,32,1674,219,243,156,422,2,4,3
3334,189,34,380,87,2595,139,227,217,502,0,12,1
2904,302,11,258,155,5954,179,229,177,1693,2,31,2
2652,177,22,147,61,2174,230,182,90,2425,0,22,3
2917,75,10,209,151,957,233,217,108,1520,0,11,2
2974,98,15,395,-1,362,234,201,96,2850,2,32,2
3359,224,8,421,79,1598,219,243,156,408,2,4,1
3049,117,18,59,4,2630,244,242,110,477,3,29,1
2943,309,10,227,15,3308,211,231,166,6188,2,11,2
3010,90,14,359,-4,424,240,237,97,1984,2,27,2
2907,63,10,216,22,5822,234,215,117,1527,0,31,2
2997,92,14,402,86,476,237,205,100,1895,2,27,2
2230,95,21,127,69,1025,228,205,61,1611,0,1,2
2926,71,10,842,142,877,217,218,111,1558,0,11,2
2649,175,21,129,56,1188,228,249,148,1533,0,22,3
3005,42,8,653,132,1136,212,205,139,2228,0,30,1
2995,335,14,372,-8,881,248,238,155,1986,1,25,2
2226,173,24,230,78,1144,230,175,61,746,0,9,2
2664,155,22,226,79,927,235,205,40,1628,0,3,2
3011,326,3,991,103,668,207,236,161,1852,2,11,2
3010,62,12,25,2,4326,238,211,107,588,0,29,1
2866,62,11,41,17,4471,231,213,117,1493,0,28,1
2975,90,15,402,42,398,233,203,96,2805,2,32,2
2977,100,15,88,-3,375,218,201,96,2871,2,32,2
3036,68,10,-2,0,4303,231,213,109,580,0,28,1
3057,78,10,1,2,4471,230,216,112,1402,0,22,1
3013,331,3,401,-7,692,246,237,157,1985,2,25,2
2232,158,22,192,76,1129,232,185,52,1515,0,1,2
3390,26,8,622,131,1121,214,206,140,2151,0,30,1
2984,325,9,228,0,2056,212,235,159,1884,2,11,2
2980,95,15,393,0,369,215,201,97,2830,2,32,2
2960,314,10,263,10,1134,211,231,168,6067,2,11,2
3010,329,9,396,-3,1029,212,237,158,1945,2,11,2
2955,102,15,76,-2,317,238,217,96,2909,1,16,2
2834,57,12,70,12,5931,172,211,119,698,0,31,2
2710,52,5,90,5,1218,214,210,133,2681,1,32,2
3273,271,11,169,46,2110,216,246,152,2292,2,22,3
2968,81,15,943,140,619,238,221,159,1702,2,11,2
3326,253,8,424,32,1747,219,244,156,417,2,4,3
3370,44,8,657,118,1395,218,222,147,2107,2,36,1
3259,219,11,332,28,3013,219,247,217,451,2,9,1
3069,87,9,118,1,4549,231,247,117,1386,0,22,1
3037,117,18,67,5,2540,246,209,105,504,3,29,1
3068,80,10,152,19,4469,229,218,111,1513,0,21,1
2920,307,11,268,23,6008,207,227,176,6015,2,31,2
2933,308,11,283,74,1059,206,228,176,1753,2,31,2
3369,33,8,649,134,1102,212,205,138,2185,0,28,7
2959,79,4,884,140,652,219,220,103,1673,2,11,2
3224,233,10,6,35,3077,217,247,150,531,2,22,1
3076,73,10,2,1,2890,236,213,110,526,3,22,1
2910,65,10,222,18,5824,217,216,118,1552,0,31,2
3006,85,3,404,86,573,222,236,162,1909,2,27,2
2678,177,24,232,71,1896,230,164,143,2369,0,9,2
3243,27,5,358,15,253,217,228,128,3805,0,28,7
2696,49,5,87,2,1241,215,214,133,2721,1,17,2
3001,324,4,638,100,703,204,236,164,1839,2,27,2
2833,298,12,244,24,6082,176,225,179,876,2,31,2
3016,65,12,21,2,2814,240,210,104,546,0,29,1
2626,162,23,224,79,1069,232,184,50,1560,0,3,2
2685,164,4,60,6,370,217,231,131,4188,1,17,2
2709,149,14,38,-2,517,245,238,95,4436,1,7,2
3394,29,8,425,95,1465,220,225,154,2031,2,4,1
2989,98,14,390,-4,379,238,234,97,2922,2,27,2
3082,211,12,30,34,2904,238,245,178,452,2,13,1
2957,40,6,389,15,1183,212,209,136,3728,0,28,2
3394,34,8,649,125,1168,215,222,142,2136,0,30,1
2932,47,16,90,14,1456,212,194,103,2599,2,32,2
2235,176,23,187,72,1137,231,183,72,1613,0,1,2
2931,71,11,936,160,891,239,218,161,1568,0,11,2
2991,41,7,428,16,1157,212,206,138,2310,0,28,2
3045,107,19,65,43,2573,244,242,207,512,3,12,1
2674,162,22,232,73,825,232,202,48,1641,0,3,2
3033,60,11,26,12,4422,231,212,116,1453,0,28,1
2985,47,7,634,15,1201,213,206,138,2310,0,32,2
2688,178,22,171,52,2092,214,246,153,2281,2,1,3
3375,27,8,430,85,1566,220,242,155,404,2,4,1
3347,23,8,623,142,1016,195,205,131,3230,0,28,7
2746,158,13,44,-7,904,248,239,93,2015,1,7,2
3003,92,14,379,-5,418,241,236,96,1976,2,27,2
3008,325,4,438,0,948,210,235,163,1869,2,11,2
2889,62,10,186,20,5849,232,215,117,1507,0,28,1
2854,301,12,240,29,6097,181,226,178,1028,2,31,2
2932,305,11,271,157,989,182,230,174,1738,2,31,2
2698,181,23,210,60,2036,215,168,151,2284,0,1,3
2676,171,22,230,69,1781,229,197,58,2489,2,3,2
3047,67,11,23,2,2763,240,212,105,515,3,28,1
2977,322,9,229,2,2079,212,234,161,6156,2,11,2
2994,94,14,397,-3,407,238,235,98,1935,2,27,2
3042,67,11,23,2,2777,240,211,105,509,3,28,1
3400,15,8,582,110,1238,220,224,146,2097,0,30,1
3067,195,18,53,35,2775,240,244,210,465,2,12,1
2885,300,11,258,79,5993,177,227,178,1676,2,31,2
2708,109,9,143,44,2026,214,249,150,2457,2,22,1
3001,334,14,374,-9,587,246,237,154,2022,1,25,2
3009,90,14,406,81,454,241,236,96,1957,2,30,2
3268,210,17,360,26,2930,218,246,221,432,2,9,1
2981,165,14,374,-8,458,243,236,95,2005,1,25,2
2974,80,4,966,141,662,224,221,160,1732,2,11,2
2959,314,10,265,14,1080,210,231,168,6121,2,11,2
2632,86,21,160,73,1067,229,203,62,1513,0,11,2
2959,314,10,273,15,1085,210,230,170,6076,2,11,2
2985,316,10,663,119,989,208,232,171,1765,2,10,2
3392,30,8,635,131,1108,213,206,139,2154,0,30,1
2683,171,4,79,0,322,219,232,130,2838,1,17,2
3329,22,8,625,143,992,195,205,130,3229,0,28,7
2982,321,10,237,2,1148,212,234,163,6124,2,11,2
3262,191,34,360,77,2859,134,245,224,496,2,12,1
2260,174,20,116,57,1177,228,248,93,1534,0,22,3
3041,71,10,2,0,4388,233,214,111,567,0,22,1
2848,300,12,252,81,6081,178,226,179,916,2,31,2
3290,196,34,383,75,2829,138,245,222,467,2,12,1
2643,156,23,244,78,1067,235,202,43,1509,0,8,2
2994,322,9,640,4,1005,211,234,164,1849,2,11,2
2930,307,10,967,159,912,181,217,170,1680,2,31,2
2839,297,12,228,17,6008,173,210,121,751,0,31,2
3217,183,35,343,77,2847,133,245,225,491,2,12,1
2681,160,14,57,0,413,240,235,128,4311,1,17,2
2259,153,23,233,80,1032,235,188,39,1562,0,8,2
2997,127,18,57,3,2697,243,208,101,573,0,29,1
2966,80,4,938,120,740,219,220,168,1692,2,10,2
3025,67,12,26,2,2779,241,210,104,534,0,29,1
3063,202,12,35,39,2741,240,244,117,456,2,12,1
3350,31,8,644,68,1084,213,205,135,2197,0,28,7
2887,302,11,261,79,6003,180,227,177,1729,2,31,2
2220,89,22,176,77,1132,231,203,51,1536,0,1,2
3018,61,11,20,5,4316,233,211,112,627,0,28,1
2659,157,22,236,78,925,236,204,44,1602,0,3,2
3010,332,14,406,70,520,243,236,156,1966,2,27,2
3250,92,9,118,35,4553,232,248,149,593,2,22,1
2692,44,5,73,5,385,217,229,133,2727,1,17,2
3077,194,18,323,30,2868,142,245,217,463,2,12,1
3052,68,10,13,9,4517,230,215,113,1447,0,28,1
2675,84,21,233,152,860,236,205,45,1626,0,11,2
3402,20,8,410,102,1348,220,224,150,2087,2,30,1
