----------pretrain Epoch 0:----------
VAE iteration 0 	 ELBO Loss 30481729642947980648513536.0000 	 MSE Reconstruct Loss 57.6174	 BCE Reconstruct Loss 9.6937	 KL Loss 9047779693626423431313489920.0000----------pretrain Epoch 1:----------
VAE iteration 0 	 ELBO Loss 376889929175513834197090304.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 356:----------
VAE iteration 0 	 ELBO Loss 379516634851145632089899008.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 357:----------
VAE iteration 0 	 ELBO Loss 382155699845306815382290432.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 358:----------
VAE iteration 0 	 ELBO Loss 384807124157997384074264576.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 359:----------
VAE iteration 0 	 ELBO Loss 387470870895729190746718208.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 360:----------
VAE iteration 0 	 ELBO Loss 390146940058502235399651328.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 361:----------
VAE iteration 0 	 ELBO Loss 392835405433292812871270400.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 362:----------
VAE iteration 0 	 ELBO Loss 395536156339636480904265728.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 363:----------
VAE iteration 0 	 ELBO Loss 398249303457997681755947008.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 364:----------
VAE iteration 0 	 ELBO Loss 400974773001400120588107776.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 365:----------
VAE iteration 0 	 ELBO Loss 403712564969843797400748032.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 366:----------
VAE iteration 0 	 ELBO Loss 406462716256816859612971008.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 367:----------
VAE iteration 0 	 ELBO Loss 409225226862319307224776704.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 368:----------
VAE iteration 0 	 ELBO Loss 412000059892862992817061888.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 369:----------
VAE iteration 0 	 ELBO Loss 414787215348447916389826560.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 370:----------
VAE iteration 0 	 ELBO Loss 417586693229074077943070720.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 371:----------
VAE iteration 0 	 ELBO Loss 420398530428229624895897600.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 372:----------
VAE iteration 0 	 ELBO Loss 423222690052426409829203968.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 373:----------
VAE iteration 0 	 ELBO Loss 426059135208176285323886592.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 374:----------
VAE iteration 0 	 ELBO Loss 428907902788967398799048704.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 375:----------
VAE iteration 0 	 ELBO Loss 431768992794799750254690304.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 376:----------
VAE iteration 0 	 ELBO Loss 434642331438697044852604928.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 377:----------
VAE iteration 0 	 ELBO Loss 437527955614147430011895808.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 378:----------
VAE iteration 0 	 ELBO Loss 440425902214639053151666176.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 379:----------
VAE iteration 0 	 ELBO Loss 443336134346683766852812800.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 380:----------
VAE iteration 0 	 ELBO Loss 446258541329817128858025984.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 381:----------
VAE iteration 0 	 ELBO Loss 449193233844503581424615424.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 382:----------
VAE iteration 0 	 ELBO Loss 452140174997254977133477888.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 383:----------
VAE iteration 0 	 ELBO Loss 455099291001095021146406912.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 384:----------
VAE iteration 0 	 ELBO Loss 458070692536488155720712192.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 385:----------
VAE iteration 0 	 ELBO Loss 461054232029481791179980800.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 386:----------
VAE iteration 0 	 ELBO Loss 464049946373564074943315968.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 387:----------
VAE iteration 0 	 ELBO Loss 467057872462223154429820928.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 388:----------
VAE iteration 0 	 ELBO Loss 470077899614994587382185984.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 389:----------
VAE iteration 0 	 ELBO Loss 473110138512342816057720832.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 390:----------
VAE iteration 0 	 ELBO Loss 476154404686827103360909312.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 391:----------
VAE iteration 0 	 ELBO Loss 479210845712400038968164352.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 392:----------
VAE iteration 0 	 ELBO Loss 482279314015109033203073024.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 393:----------
VAE iteration 0 	 ELBO Loss 485359920275418528322945024.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 394:----------
VAE iteration 0 	 ELBO Loss 488452480025887787232264192.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 395:----------
VAE iteration 0 	 ELBO Loss 491557140840469399607443456.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 396:----------
VAE iteration 0 	 ELBO Loss 494673718251722628352966656.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 397:----------
VAE iteration 0 	 ELBO Loss 497802359833600063145246720.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 398:----------
VAE iteration 0 	 ELBO Loss 500942954905637261726973952.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 399:----------
VAE iteration 0 	 ELBO Loss 504095466574346076679045120.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 400:----------
VAE iteration 0 	 ELBO Loss 507259894839726508001460224.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 401:----------
VAE iteration 0 	 ELBO Loss 510436202808290408275116032.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 402:----------
VAE iteration 0 	 ELBO Loss 513624390480037777500012544.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021939846121381213241344.0000----------pretrain Epoch 403:----------
VAE iteration 0 	 ELBO Loss 516824384067992320837943296.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021644698216201860415488.0000----------pretrain Epoch 404:----------
VAE iteration 0 	 ELBO Loss 520036183572154038288908288.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021644698216201860415488.0000----------pretrain Epoch 405:----------
VAE iteration 0 	 ELBO Loss 523259788992522929852907520.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021644698216201860415488.0000----------pretrain Epoch 406:----------
VAE iteration 0 	 ELBO Loss 526495126542122700691734528.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021644698216201860415488.0000----------pretrain Epoch 407:----------
VAE iteration 0 	 ELBO Loss 529742270007929645643595776.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021644698216201860415488.0000----------pretrain Epoch 408:----------
VAE iteration 0 	 ELBO Loss 533001071815991175032078336.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021644698216201860415488.0000----------pretrain Epoch 409:----------
VAE iteration 0 	 ELBO Loss 536271495072819141438078976.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021644698216201860415488.0000----------pretrain Epoch 410:----------
VAE iteration 0 	 ELBO Loss 539553613565389839699804160.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021644698216201860415488.0000----------pretrain Epoch 411:----------
VAE iteration 0 	 ELBO Loss 542847279719750680140840960.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021644698216201860415488.0000----------pretrain Epoch 412:----------
VAE iteration 0 	 ELBO Loss 546152567322877957599395840.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021644698216201860415488.0000----------pretrain Epoch 413:----------
VAE iteration 0 	 ELBO Loss 549469365694307229818159104.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021644698216201860415488.0000----------pretrain Epoch 414:----------
VAE iteration 0 	 ELBO Loss 552797674834038496797130752.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 415:----------
VAE iteration 0 	 ELBO Loss 556137457848583611117207552.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 416:----------
VAE iteration 0 	 ELBO Loss 559488677844454425359286272.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 417:----------
VAE iteration 0 	 ELBO Loss 562851297928162792104263680.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 418:----------
VAE iteration 0 	 ELBO Loss 566225281206220563933036544.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 419:----------
VAE iteration 0 	 ELBO Loss 569610590785139593426501632.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 420:----------
VAE iteration 0 	 ELBO Loss 573007226664919880584658944.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 421:----------
VAE iteration 0 	 ELBO Loss 576415041271608835731095552.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 422:----------
VAE iteration 0 	 ELBO Loss 579834108392182753704017920.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 423:----------
VAE iteration 0 	 ELBO Loss 583264317346177192246116352.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 424:----------
VAE iteration 0 	 ELBO Loss 586705668133592151357390848.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 425:----------
VAE iteration 0 	 ELBO Loss 590158123860939483618738176.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 426:----------
VAE iteration 0 	 ELBO Loss 593621573847754746772848640.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 427:----------
VAE iteration 0 	 ELBO Loss 597096054987526088238825472.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 428:----------
VAE iteration 0 	 ELBO Loss 600581493493277213178462208.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 429:----------
VAE iteration 0 	 ELBO Loss 604077815578031826753552384.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 430:----------
VAE iteration 0 	 ELBO Loss 607584947454813634125889536.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 431:----------
VAE iteration 0 	 ELBO Loss 611102999804087077552783360.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 432:----------
VAE iteration 0 	 ELBO Loss 614631714371435125100511232.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 433:----------
VAE iteration 0 	 ELBO Loss 618171201837322219026382848.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 434:----------
VAE iteration 0 	 ELBO Loss 621721388414772064492191744.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 435:----------
VAE iteration 0 	 ELBO Loss 625282126529832071821524992.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 436:----------
VAE iteration 0 	 ELBO Loss 628853489969478535852589056.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 437:----------
VAE iteration 0 	 ELBO Loss 632435331159758866908971008.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 438:----------
VAE iteration 0 	 ELBO Loss 636027650100673064990670848.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 439:----------
VAE iteration 0 	 ELBO Loss 639630373005244835259482112.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 440:----------
VAE iteration 0 	 ELBO Loss 643243426086497882877198336.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 441:----------
VAE iteration 0 	 ELBO Loss 646866883131408502682025984.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 442:----------
VAE iteration 0 	 ELBO Loss 650500448992071515321139200.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 443:----------
VAE iteration 0 	 ELBO Loss 654144271242439510470950912.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 444:----------
VAE iteration 0 	 ELBO Loss 657798276095536193293254656.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 445:----------
VAE iteration 0 	 ELBO Loss 661462315977408974111637504.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 446:----------
VAE iteration 0 	 ELBO Loss 665136317101081558087892992.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 447:----------
VAE iteration 0 	 ELBO Loss 668820353253530240060227584.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 448:----------
VAE iteration 0 	 ELBO Loss 672514203073826135514021888.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 449:----------
VAE iteration 0 	 ELBO Loss 676218014135921834125688832.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 450:----------
VAE iteration 0 	 ELBO Loss 679931491291912156542402560.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 451:----------
VAE iteration 0 	 ELBO Loss 683654708328773397602369536.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 452:----------
VAE iteration 0 	 ELBO Loss 687387591459529262467383296.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 453:----------
VAE iteration 0 	 ELBO Loss 691130066897203456299237376.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 454:----------
VAE iteration 0 	 ELBO Loss 694881987067843389421518848.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 455:----------
VAE iteration 0 	 ELBO Loss 698643425758425356672434176.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 456:----------
VAE iteration 0 	 ELBO Loss 702414235394996768375570432.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 457:----------
VAE iteration 0 	 ELBO Loss 706194342190581329692721152.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021349550311022507589632.0000----------pretrain Epoch 458:----------
VAE iteration 0 	 ELBO Loss 709983672358202745785679872.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 459:----------
VAE iteration 0 	 ELBO Loss 713782225897861016654446592.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 460:----------
VAE iteration 0 	 ELBO Loss 717589929022579847460814848.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 461:----------
VAE iteration 0 	 ELBO Loss 721406560371430353690165248.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 462:----------
VAE iteration 0 	 ELBO Loss 725232267518365125018910720.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 463:----------
VAE iteration 0 	 ELBO Loss 729066829102455276932431872.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 464:----------
VAE iteration 0 	 ELBO Loss 732910245123700809430728704.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 465:----------
VAE iteration 0 	 ELBO Loss 736762368008149132837388288.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 466:----------
VAE iteration 0 	 ELBO Loss 740623197755800247152410624.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 467:----------
VAE iteration 0 	 ELBO Loss 744492586792701562699382784.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 468:----------
VAE iteration 0 	 ELBO Loss 748370535118853079478304768.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 469:----------
VAE iteration 0 	 ELBO Loss 752256968947278502650970112.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 470:----------
VAE iteration 0 	 ELBO Loss 756151666917048947702759424.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 471:----------
VAE iteration 0 	 ELBO Loss 760054702815140709471879168.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 472:----------
VAE iteration 0 	 ELBO Loss 763965929067601198281916416.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 473:----------
VAE iteration 0 	 ELBO Loss 767885345674430414132871168.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 474:----------
VAE iteration 0 	 ELBO Loss 771812805061675767348330496.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 475:----------
VAE iteration 0 	 ELBO Loss 775748159655384668251881472.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 476:----------
VAE iteration 0 	 ELBO Loss 779691409455557116843524096.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 477:----------
VAE iteration 0 	 ELBO Loss 783642480675216818285051904.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 478:----------
VAE iteration 0 	 ELBO Loss 787601225740411182900051968.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 479:----------
VAE iteration 0 	 ELBO Loss 791567718438116505526730752.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 480:----------
VAE iteration 0 	 ELBO Loss 795541663620427606812262400.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 481:----------
VAE iteration 0 	 ELBO Loss 799523061287344486756646912.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 482:----------
VAE iteration 0 	 ELBO Loss 803511837651890850521677824.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 483:----------
VAE iteration 0 	 ELBO Loss 807507918927090403269148672.0000 	 MSE Reconstruct Loss 45.9694	 BCE Reconstruct Loss 6.3619	 KL Loss 3541021054402405843154763776.0000----------pretrain Epoch 484:----------
