elevation,aspect,slope,hori_distance_hyd,vert_distance,hori_distance_road,hillshade_9am,hillshade_noon,hillshade_3pm,hori_distance_fire,wild_area,soil_type,cover_type
3581,129,2,48,9,633,220,230,133,2534,0,29,1
2552,165,34,49,80,634,259,207,96,-149,3,38,5
2871,245,5,117,22,676,184,205,193,2588,2,19,2
2850,136,10,320,22,920,253,237,109,1151,0,28,2
3442,289,13,39,-11,3024,201,257,208,730,2,0,4
2446,72,25,207,-24,1730,229,210,197,649,3,9,6
3628,93,7,483,45,3272,231,251,119,1303,0,18,7
2835,138,17,95,-5,3681,198,206,206,1827,2,30,5
2684,103,25,0,8,1692,190,209,140,856,2,3,2
3004,86,19,70,81,2639,204,216,108,1580,2,22,1
2875,121,14,233,41,296,196,232,126,4304,0,28,2
2758,18,23,98,-107,1268,115,216,149,2304,3,9,6
2595,278,12,196,48,1828,138,229,173,677,2,32,2
2936,170,21,51,71,3383,188,186,145,2391,2,22,3
3634,86,2,486,36,3290,230,250,124,1769,0,18,7
3356,73,21,677,82,-347,167,234,173,1963,2,22,1
2936,108,15,70,-10,5541,241,229,169,4447,0,22,1
2885,146,22,55,-1,823,220,218,154,1120,2,22,2
3337,197,11,183,-5,2387,198,258,188,371,2,32,4
2321,309,9,-60,-29,1748,236,168,169,1511,3,5,3
2746,177,36,71,83,690,242,191,45,135,2,21,5
2936,147,20,335,12,983,253,230,106,2574,0,30,2
3304,67,16,715,78,515,185,244,143,1603,2,22,1
3362,92,11,230,86,447,171,242,134,1597,2,22,1
2810,4,15,57,0,4044,229,221,126,2371,2,22,2
2618,185,12,130,40,2189,137,233,200,1050,2,32,2
2626,136,9,336,38,1749,242,222,141,5469,0,28,2
3034,12,19,64,48,982,201,179,152,1174,2,3,1
3376,81,15,1113,81,485,183,245,158,2164,2,22,1
3043,329,8,-51,-11,2879,234,251,138,1213,0,37,2
2197,65,21,-45,-104,-364,208,222,102,72,3,11,6
2635,261,13,132,41,487,129,233,214,-144,2,32,2
2493,310,13,145,25,229,157,240,145,678,2,12,2
3624,86,7,482,41,3251,231,248,122,889,0,18,7
3028,120,10,23,134,2627,265,234,89,1605,0,15,1
2359,-20,49,-59,12,-364,243,200,131,1028,3,17,2
2508,284,16,182,72,1798,154,238,141,463,2,1,2
3063,55,24,550,-114,1779,228,245,161,1678,3,9,6
2325,-20,8,-60,2,656,208,227,164,998,3,5,3
2277,58,23,321,-102,-358,197,221,102,66,3,11,6
2848,135,20,150,60,1903,259,238,66,516,0,38,5
3291,82,19,836,71,549,183,248,164,1964,2,22,1
3108,295,7,106,-7,1643,226,229,120,1808,2,38,7
2948,208,11,92,-27,2002,227,255,122,3895,0,21,1
3387,258,19,625,82,421,182,246,172,1958,2,22,1
2957,87,7,609,26,1227,238,230,115,1444,0,28,2
1901,315,24,191,183,1174,83,202,177,177,3,2,4
2491,307,49,-52,12,-352,243,202,141,1063,3,17,2
2846,131,6,356,80,5274,255,235,136,5745,0,28,2
3101,343,20,797,-76,651,167,247,249,1640,1,37,1
3625,87,4,485,28,3262,231,250,121,1604,0,18,7
2554,212,20,-6,12,1699,227,194,128,2780,2,12,3
2022,59,28,-10,-105,-334,204,209,77,593,3,11,6
3283,310,3,707,175,420,130,248,208,4989,1,37,1
2663,266,12,-51,14,1498,124,226,185,2082,2,31,2
2812,200,32,170,96,2783,263,232,142,288,0,39,5
2975,277,15,109,-9,2109,234,236,173,1969,0,22,1
2654,104,9,613,0,4019,235,229,153,1055,0,29,2
3021,17,20,17,28,814,219,225,42,872,2,11,6
2996,4,10,-9,34,830,184,175,162,2299,2,11,5
3356,241,14,25,124,5495,264,240,119,1667,0,15,1
2947,158,16,582,-18,801,243,226,96,1427,0,28,2
3170,268,14,103,-59,2554,185,254,205,217,2,0,4
3316,90,18,572,23,774,185,244,148,1343,2,22,1
2663,66,18,356,-179,2603,251,229,113,2431,0,28,2
2766,42,8,383,39,1372,222,127,200,1872,3,9,6
2696,204,30,312,97,2948,257,240,162,226,0,12,5
3340,77,16,1288,84,517,213,246,153,1801,2,22,1
2852,77,10,79,-3,1496,231,235,127,2094,0,22,1
3633,67,3,486,56,3255,233,249,131,1426,0,18,7
2555,280,12,74,36,1289,159,230,116,1115,2,12,2
3276,248,24,716,-3,395,149,249,247,4905,1,37,1
2925,284,12,101,-6,1800,218,229,144,1710,0,21,1
3275,258,18,832,63,537,192,244,144,1793,2,22,1
3312,286,15,216,77,2098,178,250,189,1886,2,22,1
2287,-6,25,146,17,809,187,224,228,1823,2,3,2
2772,188,20,422,38,3478,178,203,115,1334,2,29,2
2948,19,10,590,53,755,231,222,116,1726,2,22,1
3370,84,14,248,88,454,223,244,148,2022,2,22,1
2543,264,12,291,51,904,142,231,206,770,2,16,2
3098,133,2,98,43,2954,219,226,138,1892,0,29,2
2611,263,12,338,51,1650,167,236,141,754,2,32,2
3106,132,2,52,47,1005,218,228,142,1881,0,29,7
3023,15,19,56,10,1356,190,225,31,2118,2,30,1
2099,184,25,150,114,1574,91,202,192,872,3,9,4
2913,341,11,21,-7,3958,217,227,130,2203,2,11,5
2849,222,6,435,17,4667,195,247,145,2300,2,30,5
3378,170,17,74,73,460,168,244,149,2071,2,22,1
3147,207,24,39,16,3267,231,211,135,780,2,3,2
2893,175,12,750,44,1632,170,225,168,607,2,32,2
2308,-18,49,-58,13,-346,243,202,148,1182,3,17,2
3272,134,2,60,5,1509,231,225,192,2105,0,29,1
3333,77,19,1284,90,1379,174,214,169,2375,2,22,1
2897,68,9,479,22,3765,193,197,149,2536,2,30,1
3044,160,10,562,-18,4348,232,210,103,6009,0,28,2
2147,320,23,599,59,857,99,186,163,285,3,2,4
2932,353,18,43,6,3088,198,210,125,653,2,30,1
2586,367,28,43,267,1347,147,191,188,378,3,19,3
3632,64,8,889,80,3272,226,251,128,1281,0,18,7
3341,346,0,619,183,-30,151,240,206,4067,1,31,1
4007,-11,-2,-24,13,3303,234,251,117,1100,0,21,1
2755,33,23,37,50,788,212,213,119,1768,3,9,6
2633,130,17,305,6,4747,254,224,144,598,0,28,2
3383,85,17,773,79,574,217,245,148,1821,2,22,1
3588,123,2,59,-23,1913,212,258,146,2537,0,29,7
2647,166,19,590,49,6451,241,238,133,2404,0,28,2
2489,-19,49,-61,11,-365,243,218,126,1082,3,17,2
2697,157,26,465,72,2641,208,213,98,1758,2,11,2
2278,226,23,261,61,1481,108,175,220,625,3,9,4
2435,-21,49,-60,12,-351,243,201,163,1134,3,17,2
2663,9,23,-13,43,887,215,210,136,2925,2,12,1
2873,87,19,258,18,1030,252,212,114,2066,0,8,2
3633,45,4,487,44,3258,231,250,149,1890,0,18,1
3364,250,19,1201,73,446,187,246,154,2319,2,22,1
2082,163,24,119,159,710,254,196,89,134,2,12,5
3285,248,17,52,-13,3642,190,256,212,4058,2,32,4
2881,148,-3,448,137,2450,210,251,177,1723,2,23,1
2072,319,16,149,104,1334,161,197,172,1144,3,9,4
3631,92,6,480,39,3276,227,250,128,1919,0,18,7
4030,-18,-2,-29,13,3301,234,251,117,1116,0,21,1
3155,103,22,510,9,4087,191,221,163,2424,2,22,5
2621,316,13,152,2,3764,180,227,172,551,2,32,2
2851,169,8,357,-17,4940,232,226,143,1379,0,28,2
3210,98,19,666,-8,570,183,245,154,793,2,22,1
4008,-8,-3,56,138,3297,233,250,114,568,0,21,1
3634,83,7,389,92,3275,232,251,126,2079,0,18,7
3064,235,4,393,87,1830,221,252,156,2068,2,37,7
2561,273,15,38,28,114,156,236,200,703,2,1,2
3400,102,15,41,137,3277,265,235,103,1580,0,15,1
2998,77,22,379,0,999,230,204,130,1174,2,12,2
3174,353,20,66,-8,3213,200,256,203,278,2,32,4
2773,201,28,155,-46,913,261,236,69,314,2,0,5
3337,84,11,22,132,2617,265,238,88,1600,0,15,1
2546,274,13,207,9,1161,135,230,138,897,2,31,2
2976,163,18,561,34,5726,240,227,94,1751,0,28,2
3019,236,12,96,20,2255,183,201,137,860,2,22,1
2298,-20,49,-59,39,-370,242,228,141,1103,3,17,2
2945,83,24,544,39,2184,238,242,124,634,0,28,2
2636,151,15,65,51,1731,242,237,160,556,2,32,2
2404,363,28,35,258,1188,147,199,173,373,3,19,3
2891,71,31,330,17,166,186,205,139,1952,2,3,2
2874,128,11,572,-16,4560,250,236,138,2611,0,28,2
2183,325,18,208,83,1532,167,208,206,885,3,9,6
2981,15,8,-42,-11,3819,233,238,146,1336,0,37,2
3416,73,1,26,112,5465,265,240,130,1753,0,15,1
2860,163,20,572,138,5239,254,242,99,3241,0,30,2
2673,148,-3,562,186,1913,227,260,179,1586,2,23,1
2899,305,12,117,30,839,142,232,142,240,2,32,2
2606,264,12,210,21,2116,140,233,174,887,2,32,2
2040,11,24,-48,-103,-368,209,214,59,213,3,11,6
3124,130,2,45,92,1325,217,232,138,1934,0,29,1
2734,82,8,478,36,1277,207,213,146,1937,3,9,6
2670,292,12,121,34,1254,118,231,165,650,2,32,2
2601,147,16,334,195,3304,254,230,126,932,0,28,2
2413,-13,49,-56,40,-342,243,202,148,1067,3,17,2
3364,95,15,1090,75,480,180,244,157,1630,2,22,1
2885,145,12,17,-41,848,237,232,121,2385,2,3,2
2946,129,8,322,30,1700,242,241,144,1151,0,28,2
2717,185,25,9,109,3550,258,183,41,-5,2,12,5
2584,167,7,580,-1,2165,243,210,106,2618,0,28,2
2865,123,13,366,54,4634,238,241,120,1920,0,28,2
2512,277,13,38,0,2086,161,225,160,974,2,32,2
2934,206,20,558,46,948,240,221,139,918,0,28,2
3331,85,10,39,136,3214,264,240,114,1697,0,15,1
2472,278,14,256,-16,691,125,229,209,1205,2,16,2
2401,279,14,124,120,1488,121,201,199,2257,3,9,6
2197,88,20,471,58,495,247,205,117,671,2,3,5
2610,120,17,336,13,771,253,224,131,1071,0,28,2
3548,100,15,640,68,731,182,243,147,1975,2,22,1
3362,79,13,170,89,1376,183,243,145,1725,2,22,2
2374,-21,49,-62,49,-342,243,201,132,1088,3,17,2
2324,317,3,-44,-18,2055,243,230,154,833,3,22,3
2563,315,16,52,39,279,166,232,148,593,2,31,2
2478,64,7,-35,-118,1598,234,203,130,2317,3,9,6
3431,-22,-3,91,12,3289,232,250,114,1357,0,21,1
3194,96,16,255,70,581,197,244,144,1719,2,22,1
2694,352,28,36,249,1373,147,205,202,384,3,19,3
2604,128,13,537,38,2764,250,237,137,2230,0,30,2
2886,242,-3,417,205,2282,211,259,154,1330,2,23,1
2241,110,31,244,168,2453,261,246,85,263,0,29,5
3627,95,9,485,25,3288,229,251,119,2240,0,18,7
4008,-10,-3,-7,12,3301,234,251,114,787,0,21,1
2960,74,18,36,0,1964,170,216,134,900,2,30,1
3632,80,9,485,44,3289,228,250,123,1664,0,18,7
3169,260,18,231,87,479,219,217,168,2069,2,22,1
2701,57,27,512,31,1098,200,227,195,1987,3,9,6
2758,124,12,119,85,1341,177,201,145,2397,2,21,3
2665,339,28,59,254,1396,147,183,177,403,3,19,3
2520,83,11,111,-8,1651,213,234,134,1961,0,39,1
2426,290,15,65,11,1460,145,236,183,991,2,1,2
2866,129,22,644,45,1250,255,218,124,1508,0,28,2
2172,-12,49,-58,55,-361,243,203,126,1151,3,17,2
2883,75,9,202,40,215,238,203,135,859,2,3,2
3094,131,-3,431,222,2528,209,260,177,1565,2,23,1
3626,65,4,478,63,3184,231,251,125,1085,0,18,7
3434,-20,-3,25,12,5515,233,250,113,1160,0,21,1
2602,262,12,146,25,1718,123,237,216,378,2,32,2
2997,95,10,301,4,829,212,166,109,914,2,0,2
2437,138,12,111,-15,2914,219,233,173,1399,0,30,1
3273,265,19,755,65,583,189,244,170,1728,2,22,1
2475,225,-1,252,41,1558,138,239,205,2510,2,12,2
2667,193,13,185,38,1437,174,232,188,1545,2,1,2
2672,61,10,499,-112,1809,143,218,198,2123,3,9,6
2553,302,16,372,66,1794,142,233,172,844,2,32,2
2789,68,10,67,22,3935,215,215,138,1840,2,5,2
2322,308,6,-59,-21,1360,229,227,166,1889,3,5,3
2727,58,24,530,-104,1350,178,187,133,1305,3,9,6
2550,332,15,281,27,2114,182,238,144,756,2,32,2
2534,68,29,68,-120,1305,236,199,153,2356,3,9,6
2253,118,16,864,4,893,251,225,124,1765,0,28,1
2705,366,28,40,262,1137,147,203,203,375,3,19,3
3085,103,9,595,21,5681,231,232,98,4291,0,28,2
3331,79,13,1361,87,435,185,243,128,1878,2,22,1
1897,57,13,79,85,1847,217,214,133,709,2,5,5
2516,376,28,41,240,1753,147,199,171,378,3,19,3
3105,123,2,65,45,1038,212,222,142,2576,0,29,2
2478,126,12,112,-7,2376,241,235,173,1388,0,22,1
2166,277,27,391,29,1697,187,200,199,2532,3,9,4
3181,269,13,921,16,1870,169,232,147,281,2,32,2
2478,-22,49,-59,11,-368,242,204,135,1145,3,17,2
2230,326,11,379,22,671,175,165,149,2136,2,30,1
2115,84,26,-27,-10,-339,241,222,109,441,3,11,6
2742,107,17,449,10,405,236,238,110,1168,0,28,2
2711,206,11,50,2,673,252,225,125,2221,2,12,2
2675,272,14,145,17,1882,176,237,159,271,2,1,2
2618,4,17,500,177,1048,173,191,216,2233,2,11,2
3322,94,17,832,85,599,235,247,156,2074,2,22,1
3008,84,15,47,11,978,208,223,135,1189,2,3,1
2072,337,19,-11,4,1629,185,200,128,2343,2,30,2
2961,237,16,112,-10,2025,219,222,169,1871,0,22,1
2437,-18,49,-54,59,-344,243,200,134,1091,3,17,2
2615,287,11,86,26,3286,186,250,202,331,2,32,4
2667,365,27,46,264,614,148,206,203,362,3,19,3
3370,135,2,60,-20,1776,219,236,141,2360,0,29,1
2962,185,12,19,-8,4274,241,188,103,1086,2,22,5
2797,109,19,420,15,1149,191,171,46,2244,2,12,3
2323,311,11,-50,-2,1712,197,209,167,875,3,5,3
2967,79,10,321,32,2118,253,223,127,2467,0,2,2
2428,262,12,140,14,943,179,221,166,558,2,32,2
2327,-20,11,-45,-7,1507,231,228,172,695,3,5,3
3634,75,7,484,50,3266,225,250,128,1275,0,18,7
3086,347,24,-21,1,1576,140,217,163,2498,2,3,3
3200,134,5,38,0,1547,220,236,138,2494,0,29,1
2566,71,36,4,31,1821,209,221,190,2022,3,9,6
2742,167,12,161,7,2141,197,215,131,433,2,3,1
2527,13,21,43,-12,266,185,204,83,775,2,31,2
2646,66,35,470,35,1510,219,202,145,1737,3,9,6
2926,125,1,336,6,4533,234,243,130,768,0,28,2
2401,34,14,538,80,588,189,207,141,767,2,30,3
2060,254,14,173,31,452,192,248,186,680,3,9,6
2502,299,13,400,4,1499,161,236,186,168,2,16,2
3440,198,7,374,-5,588,177,241,180,5088,1,31,1
2250,322,27,41,257,1003,149,211,220,392,3,19,3
3630,49,3,466,-10,3276,233,251,128,1367,0,18,7
2430,-20,49,-61,50,-327,243,206,143,1153,3,17,2
2762,350,21,271,3,1831,219,213,108,2826,2,21,2
3222,286,5,453,2,2059,163,248,216,3866,1,31,1
2684,291,13,472,24,3400,181,237,158,607,2,32,2
2603,123,18,276,-14,911,251,214,135,2191,0,28,2
3226,234,17,761,-3,1672,186,258,212,501,2,0,4
2975,177,9,64,6,4043,227,200,94,1983,2,30,2
2748,232,24,111,120,3270,260,243,93,593,2,3,5
2831,169,22,89,112,538,252,242,52,-159,0,3,5
2461,380,28,38,257,1522,147,191,185,436,3,19,3
2944,321,19,26,22,792,171,215,129,2582,2,39,2
2742,119,20,89,166,1688,262,231,56,351,2,29,5
2967,143,19,22,3,746,192,195,63,780,2,22,2
3624,64,7,478,27,3289,232,251,129,2125,0,18,7
3066,237,18,-21,3,1588,190,227,118,1182,2,11,3
2991,198,31,67,84,320,260,250,74,80,0,22,5
2596,188,12,143,15,652,125,239,191,507,2,32,2
2001,6,14,58,32,2379,196,219,148,1673,2,31,1
2654,220,13,57,16,3567,181,200,225,1918,2,1,2
2724,291,13,68,38,3225,175,235,205,532,2,32,2
2639,173,28,174,140,765,250,236,153,62,2,29,5
2705,188,36,122,125,904,249,180,156,106,0,0,5
2483,36,13,143,28,1239,143,218,220,1197,2,32,2
3428,247,16,758,-1,214,226,234,263,754,1,22,1
4024,-19,-2,-4,13,3300,234,251,115,1103,0,21,1
3611,80,11,22,133,3236,265,226,137,1601,0,15,1
2714,167,30,204,132,2038,261,188,28,-237,2,29,5
1932,49,9,164,26,701,194,226,126,2014,2,11,5
2585,7,16,69,-14,2465,224,220,160,2232,2,0,2
2860,142,13,328,33,2463,133,233,213,1154,2,1,2
2661,251,12,351,10,1567,239,200,88,1877,2,19,2
3425,127,14,21,125,5499,265,240,124,1595,0,15,1
2528,74,25,125,45,1732,178,222,122,2333,3,9,6
2817,180,-3,430,186,1786,211,251,185,2348,2,23,1
3194,142,5,404,61,1464,204,221,141,2218,2,38,7
2889,209,8,12,111,2442,184,201,44,2013,2,12,1
3109,128,2,58,-6,1997,218,235,135,2916,0,29,1
2718,238,21,363,-11,3027,191,194,150,1177,2,25,2
2721,77,9,428,-26,1685,225,222,123,1674,3,9,6
3270,290,25,512,29,2311,228,246,173,4563,1,37,1
2950,208,18,88,38,1417,214,202,121,2335,2,22,5
2698,369,8,460,83,1127,240,194,133,2348,3,9,6
2753,189,15,125,23,2241,219,204,128,879,2,25,2
3305,109,18,1281,84,430,178,244,155,2183,2,22,1
2587,309,13,191,13,1789,166,239,167,739,2,32,2
2228,208,23,144,-1,1487,76,246,213,2511,3,9,6
2776,133,22,306,22,5791,254,244,124,1496,0,28,2
2640,205,12,-29,51,801,136,232,160,660,2,12,2
3019,200,17,342,-6,588,135,228,201,2578,2,11,2
2073,192,33,103,93,2020,260,250,173,759,2,0,5
3634,65,6,484,48,3278,227,251,139,1329,0,18,7
3635,89,7,479,32,3256,233,251,117,1303,0,18,7
3165,199,17,59,119,809,197,204,142,648,2,3,2
2545,83,5,159,53,1568,224,228,146,1741,3,9,6
2648,345,27,37,268,1211,147,141,193,369,3,19,6
2517,-20,49,-60,58,-361,243,200,160,1179,3,17,2
2783,156,12,55,4,462,248,186,177,-76,0,3,5
2743,203,27,197,139,3017,232,189,63,348,0,29,5
2759,129,21,315,-98,1658,243,214,121,1431,0,28,2
3629,70,7,486,36,6070,230,248,128,1496,0,18,7
2491,159,33,62,6,1166,172,217,132,1989,2,21,2
2834,359,7,341,9,1224,253,221,135,1478,0,28,2
2793,128,20,185,88,730,196,208,139,592,2,3,2
2614,132,15,564,11,5205,255,243,139,2988,0,11,2
3004,133,5,376,58,4374,254,242,144,6203,0,28,2
2995,147,13,314,62,2105,251,242,129,2878,0,28,2
2814,145,29,108,105,3097,258,195,62,16,2,2,5
2557,82,11,173,62,1406,247,212,111,799,2,22,1
2926,105,12,176,100,612,198,218,136,2017,2,30,1
2462,283,12,56,30,1636,155,221,216,501,2,12,2
2904,130,9,347,-1,1344,250,220,127,1569,0,28,2
2826,64,18,420,1,1879,235,211,204,2246,2,2,2
2683,125,30,161,82,811,252,234,75,127,0,37,5
2868,162,6,519,-12,5349,251,245,140,2338,0,28,2
2575,359,28,60,263,769,147,219,188,357,3,19,3
2058,186,35,67,78,860,262,237,68,321,0,11,5
2685,359,28,29,264,1308,147,207,208,357,3,19,3
3262,76,15,725,92,444,182,245,150,1757,2,22,1
2904,162,31,-2,60,691,262,215,81,828,0,0,5
3040,248,-3,437,89,3053,214,260,154,1541,2,23,1
2663,166,29,204,145,2400,261,235,38,9,2,29,5
2499,326,28,126,263,1362,147,213,173,356,3,19,3
2307,-16,49,-44,13,-305,241,204,147,1132,3,17,2
1965,130,31,280,53,1240,132,189,177,972,3,2,4
2144,326,30,219,44,1237,161,183,203,193,3,9,6
2674,144,10,411,75,3763,135,200,207,2459,2,1,3
3350,19,3,466,-116,1378,215,224,129,2195,2,37,7
2941,246,11,103,-2,2148,223,246,137,1656,0,21,1
2323,-17,10,-53,-27,1836,228,243,149,971,3,5,3
2715,281,17,145,46,1848,138,237,139,699,2,32,2
3047,2,12,15,-16,778,208,219,158,1630,2,11,3
2485,-17,49,-61,52,-355,243,204,149,1075,0,17,2
2921,138,22,65,52,3467,131,211,139,1709,2,11,1
2666,130,15,369,22,622,258,229,142,6830,0,28,2
2708,-4,49,-58,10,-345,243,200,136,1107,3,17,2
2080,318,23,160,92,1838,129,205,174,1274,3,2,4
2993,108,9,69,46,3713,181,203,144,961,2,39,3
2937,157,17,378,-7,3747,254,236,143,1106,0,28,2
2522,292,11,104,-8,5341,231,242,110,3830,0,30,1
2933,125,21,323,-9,1547,209,214,123,5776,0,28,2
2460,297,13,226,18,1282,145,232,160,638,2,16,2
3295,-10,3,40,-240,1586,231,253,171,2790,2,37,7
3484,285,4,610,6,49,216,245,211,4384,1,31,1
2680,244,9,39,20,622,127,206,134,2408,2,12,2
3634,44,8,470,-237,1122,231,251,126,1790,0,18,2
2804,126,18,547,-9,774,262,244,117,1097,0,28,2
3330,84,11,1021,38,553,168,247,175,1607,2,22,1
2616,28,14,134,-8,1732,119,232,195,859,2,32,2
2721,196,25,86,100,2731,263,240,56,-139,0,29,5
3167,84,9,485,61,3275,233,251,138,1546,0,18,7
3142,107,14,175,69,2291,188,209,159,1201,2,12,2
2635,116,11,330,-4,813,244,230,141,1715,0,28,2
2331,-20,49,-59,12,-330,243,201,135,1142,3,17,2
3097,329,20,356,39,3994,232,204,120,2369,2,30,1
2920,6,17,471,-7,1615,189,219,137,941,2,2,3
2710,235,10,66,-4,4026,197,222,108,2435,2,22,2
2731,240,10,107,73,2185,223,214,101,2438,2,35,1
2549,18,6,169,40,1336,236,217,153,1609,3,9,6
2858,194,26,178,120,379,261,240,79,-72,1,10,5
2765,30,21,110,-108,1444,214,217,146,2065,3,9,6
2261,256,19,445,103,1010,126,248,196,1713,3,9,4
2373,-20,48,-52,12,-339,243,200,154,1003,3,17,2
3142,169,2,35,27,1497,238,221,144,2879,0,29,2
1929,268,25,507,129,1226,188,208,193,626,3,9,4
2246,-1,16,408,-55,-156,163,198,120,160,3,11,6
3317,279,13,677,52,52,155,238,219,486,2,2,2
2756,123,22,237,137,2468,221,171,79,73,0,0,5
2982,78,5,-3,17,768,190,195,125,2037,2,21,1
4004,-10,-3,3,12,3292,231,250,116,1092,0,21,1
2905,134,12,-21,-2,3887,215,219,113,2425,2,0,2
2517,-20,49,-61,21,-362,242,201,194,1438,3,17,2
2865,131,22,336,46,5787,241,216,120,3514,0,28,2
2983,225,-3,440,111,2915,231,259,160,2082,2,23,1
2757,69,18,338,68,3450,233,209,219,847,2,11,1
2464,128,19,100,43,3397,175,218,145,339,2,3,1
2736,288,12,341,28,620,138,232,183,776,2,16,2
2969,87,17,106,154,102,257,232,137,1881,0,28,2
3000,211,13,83,-6,2063,226,244,130,1971,0,21,1
2674,317,13,662,-2,2520,192,238,190,574,2,32,2
2756,141,19,58,148,715,178,233,167,163,0,0,5
2662,187,30,144,137,681,257,196,80,-94,3,29,5
2814,76,10,367,43,1610,235,207,131,517,2,22,2
2560,34,34,361,-116,1661,131,219,135,1993,3,9,6
2991,105,20,22,133,5486,265,238,103,1569,0,15,1
3359,323,8,379,-92,1095,238,195,131,1277,2,38,7
2705,49,10,104,2,1583,231,229,121,1544,0,39,1
2878,85,17,105,45,803,241,241,144,1147,0,28,2
3231,356,6,466,203,1821,231,248,177,4451,1,37,1
2727,19,25,192,40,1165,148,220,144,1589,3,9,6
2651,92,15,376,25,701,253,218,121,2032,0,28,2
2627,145,8,468,63,1129,251,231,127,2042,0,30,2
2497,-21,48,-56,13,-365,242,201,143,980,3,17,2
2322,154,20,335,-15,646,185,207,125,1561,2,3,3
3633,76,7,481,62,3261,230,250,129,1849,0,18,7
3018,150,10,52,24,443,169,219,228,2114,2,11,1
3192,169,22,-17,34,1856,186,220,148,2935,2,11,3
2489,328,13,223,15,1463,165,232,121,294,2,1,2
3012,230,14,86,26,3868,227,213,134,1990,2,21,1
2258,-15,48,-40,13,-362,243,202,139,923,3,17,2
2945,162,6,373,31,1277,232,241,127,3865,0,28,2
3827,132,14,26,133,5123,265,240,70,1559,0,15,1
3109,135,2,34,-27,1395,216,223,140,2296,0,29,2
3195,77,15,380,67,632,166,252,158,1909,2,22,1
2642,101,13,56,-7,5523,237,234,135,4244,0,21,1
3635,79,4,486,111,3262,231,250,118,1138,0,18,7
2069,212,26,243,49,1392,201,205,193,756,3,9,4
2882,88,10,524,48,806,243,247,141,1215,0,28,2
3391,87,15,412,72,699,180,249,135,1978,2,22,1
2664,197,12,77,-9,836,163,231,182,160,2,32,2
2455,-18,49,-61,58,-364,243,204,147,1089,3,17,2
2806,195,-3,470,250,2899,211,260,164,1933,2,23,1
2547,63,26,382,36,1321,235,223,210,2467,3,9,6
2964,85,16,368,2,4973,237,234,129,2585,0,30,2
3253,87,20,917,89,466,119,246,158,1875,2,22,1
2740,166,12,330,-83,1919,251,218,137,1495,0,28,2
3261,87,17,69,84,823,232,190,139,1910,2,22,1
3633,60,8,475,97,3273,232,251,126,1940,0,18,7
2737,35,24,262,42,1671,225,214,222,1942,3,9,6
3193,278,4,395,-8,3071,222,235,159,2690,2,37,7
3014,131,2,37,83,2159,214,256,192,2328,0,29,1
3243,111,17,1142,28,577,190,244,136,2300,2,22,1
2411,-15,49,-59,10,-352,243,203,125,1091,3,17,2
2681,189,16,381,52,5128,219,183,123,2194,2,3,2
2169,307,20,493,48,1481,133,187,207,1260,3,9,4
3291,227,-3,473,226,2017,216,249,167,955,2,23,1
3633,54,7,484,48,3243,232,251,125,1207,0,18,7
2559,283,13,144,63,478,229,233,202,847,2,1,2
3242,77,15,256,83,444,172,245,166,2032,2,22,1
2925,166,19,457,34,4627,251,221,104,3662,0,28,2
2584,362,28,28,240,1352,147,183,181,411,3,19,3
2958,163,15,106,60,1692,254,245,138,5107,0,28,2
2593,92,18,551,23,1662,263,221,123,1149,0,28,2
2689,265,14,255,38,1512,162,230,214,570,2,32,2
2775,111,-3,435,193,2254,217,250,153,1613,2,23,1
3315,202,16,184,10,1580,191,218,181,723,2,32,4
2259,144,14,271,104,540,253,240,69,120,2,11,5
2841,146,26,15,124,632,259,234,58,253,2,12,5
2440,293,13,135,-10,2339,170,234,163,964,2,2,2
3402,79,13,992,81,473,167,242,139,1728,2,22,1
3396,77,20,1289,76,572,187,230,150,2067,2,22,1
2323,278,17,-32,-19,1780,236,227,161,614,3,5,3
2578,34,17,208,52,2018,106,213,131,384,2,22,2
2693,359,28,59,263,736,115,209,173,405,3,19,3
2782,158,27,149,129,562,262,246,69,-115,2,29,5
3535,254,24,775,92,432,169,248,152,1652,2,22,1
2190,287,19,193,95,1416,185,246,198,2885,3,2,4
2939,94,20,700,5,5155,239,224,125,2118,0,28,2
2703,-19,49,-52,11,-296,240,201,153,1094,3,17,2
2988,133,7,41,133,5454,264,238,102,1561,0,15,1
2471,259,14,83,2,2742,118,234,169,776,2,32,2
2589,165,21,267,25,1493,238,217,113,1245,0,28,2
3340,248,10,172,37,1453,214,251,205,102,2,32,4
2927,75,10,111,-21,5723,231,229,167,4093,0,22,1
3007,168,8,389,10,2709,188,222,147,2041,2,12,2
2069,321,25,213,41,1812,146,184,175,594,3,9,4
2780,163,15,304,31,2118,214,243,141,2465,2,22,1
2579,43,9,417,32,3817,183,216,149,2314,2,19,2
2588,159,20,91,-2,2471,187,207,131,854,2,3,2
3396,87,12,1193,84,513,184,243,159,1896,2,22,1
2328,319,5,-49,-14,1375,236,222,164,788,3,5,3
3030,58,22,125,98,1205,186,225,151,1828,2,30,1
3633,117,19,472,18,1161,178,196,118,1807,2,5,2
3406,63,8,29,137,5273,265,240,130,1599,0,15,1
2963,281,23,-5,-4,1733,235,220,133,2482,2,22,1
3633,88,4,486,36,3286,231,251,127,1634,0,18,7
2942,108,9,597,35,5102,254,234,135,555,0,28,2
2527,287,13,197,12,2018,143,234,196,1060,2,12,2
